name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
 Electric Yellow Trattoria,Filipino,medium,Brighton Beach,11:30 - 21:30,3.4,FALSE
 Vintage Purple Inn,Argentinian,medium,Flushing,11:30 - 21:30,1.5,FALSE
 Sunny Orange Trattoria,Mediterranean,medium,Bushwick,08:00 - 18:00,3.7,TRUE
 Ruby Dolphin Bar,Moroccan,cheap,Bay Ridge,15:00 - 23:30,2,TRUE
 Chill Bear Trattoria,German,expensive,Coney Island,11:30 - 21:30,1.3,TRUE
 Modern Lion Bistro,Egyptian,medium,Red Hook,15:00 - 23:30,2,TRUE
 Moonlight Yellow Trattoria,Israeli,medium,Flatbush,00:00 - 23:59,2.5,FALSE
 Sunny Orange Steakhouse,Malaysian,cheap,Crown Heights,15:00 - 23:30,3.3,TRUE
 Mystic Shark Trattoria,Dutch,medium,Belle Harbor,08:00 - 18:00,3,TRUE
 Ruby Dolphin Cafe,Italian,expensive,Far Rockaway,08:00 - 18:00,1.2,TRUE
 Moonlight Yellow Pizzeria,Egyptian,medium,Sheepshead Bay,15:00 - 23:30,2.9,TRUE
 Gourmet White Garden,Lebanese,medium,Crown Heights,00:00 - 23:59,2.8,TRUE
 Star White Inn,Tibetan,expensive,Inwood,00:00 - 23:59,3.9,FALSE
 Classic Dolphin Grill,Norwegian,medium,Gerritsen Beach,11:30 - 21:30,1.2,TRUE
 Fiery Green Steakhouse,Vietnamese,expensive,Flatiron,08:00 - 18:00,4.4,FALSE
 Mama's Black Inn,Vietnamese,expensive,Ridgewood,00:00 - 23:59,2.1,FALSE
 Royal Green Restaurant,Belgian,medium,Far Rockaway,11:30 - 21:30,3.8,FALSE
 Modern Blue Garden,Moroccan,medium,Jackson Heights,15:00 - 23:30,1.2,TRUE
 Royal Hawk Garden,Vietnamese,medium,East Village,15:00 - 23:30,4.5,TRUE
 Chill Red Inn,Greek,medium,Jackson Heights,08:00 - 18:00,1.2,TRUE
 Rustic Red Pizzeria,Spanish,expensive,Canarsie,11:30 - 21:30,2.6,FALSE
 Star Whale Place,Mediterranean,cheap,Upper East Side,15:00 - 23:30,5,FALSE
 Urban Tiger Inn,Austrian,expensive,Greenpoint,15:00 - 23:30,1.5,TRUE
 Happy Tiger Garden,Czech,expensive,Mill Basin,15:00 - 23:30,2.2,FALSE
 Golden Lion Place,Czech,expensive,Forest Hills,00:00 - 23:59,4.2,TRUE
 Gourmet Orange Restaurant,Filipino,cheap,Inwood,15:00 - 23:30,1.2,FALSE
 Sunny Tiger Place,Lebanese,expensive,Howard Beach,08:00 - 18:00,3.2,TRUE
 Modern White Tavern,Korean BBQ,cheap,Bed-Stuy,08:00 - 18:00,2.3,TRUE
 Modern Tiger Kitchen,Australian,cheap,Gowanus,08:00 - 18:00,4.3,FALSE
 Golden Lion House,Spanish,medium,Windsor Terrace,11:30 - 21:30,1.3,FALSE
 Happy Tiger Cafe,Argentinian,expensive,Flushing,00:00 - 23:59,1.4,TRUE
 Moonlight Shark Eatery,Greek,expensive,Canarsie,08:00 - 18:00,2.2,TRUE
 Classic Yellow Grill,Mediterranean,cheap,Astoria Heights,11:30 - 21:30,4.3,TRUE
 Sunny Dolphin Place,American,medium,East New York,08:00 - 18:00,2.9,TRUE
 Cozy Black Bar,Spanish,medium,Bayside,15:00 - 23:30,1.3,TRUE
 Sunny White Garden,Peruvian,expensive,Jamaica,15:00 - 23:30,3,FALSE
 Happy Black Grill,Czech,medium,Gerritsen Beach,08:00 - 18:00,3.7,FALSE
 Chill Purple Pizzeria,Sushi,expensive,Cypress Hills,11:30 - 21:30,4.9,FALSE
 Star Red Diner,Vietnamese,cheap,East New York,15:00 - 23:30,4.5,FALSE
 Royal Black Kitchen,Australian,medium,Bayside,08:00 - 18:00,1.9,FALSE
 Star Blue Kitchen,Korean BBQ,expensive,Brownsville,00:00 - 23:59,3.3,FALSE
 Papa's Black Bar,French,expensive,Sunnyside,00:00 - 23:59,4.8,FALSE
 Silver Fox Cantina,Argentinian,medium,Belle Harbor,11:30 - 21:30,3.3,TRUE
 Royal Orange Inn,Polish,medium,East New York,08:00 - 18:00,4.8,FALSE
 Star White Trattoria,Italian,expensive,Chinatown,08:00 - 18:00,2.2,FALSE
 Rustic Blue Diner,Lebanese,expensive,Sunset Park,08:00 - 18:00,2.8,FALSE
 Happy Eagle Place,Lebanese,expensive,Battery Park City,08:00 - 18:00,1.1,FALSE
 Classic Hawk Grill,Belgian,expensive,Cypress Hills,15:00 - 23:30,3.1,TRUE
 Electric Red Trattoria,Japanese,medium,Bay Ridge,08:00 - 18:00,1.1,TRUE
 Fiery Lion Cafe,Hawaiian,cheap,Morningside Heights,08:00 - 18:00,1.6,TRUE
 Royal White Grill,Japanese,medium,Boerum Hill,15:00 - 23:30,2.5,TRUE
 Modern Whale Eatery,Hungarian,expensive,Long Island City,15:00 - 23:30,1.3,TRUE
 Sapphire Dolphin Inn,Israeli,expensive,Red Hook,15:00 - 23:30,3.2,TRUE
 Silver Hawk Pizzeria,Indian,medium,Remsen Village,15:00 - 23:30,2.9,TRUE
 Moonlight Eagle Diner,Italian,cheap,Red Hook,00:00 - 23:59,3.9,TRUE
 Magic Wolf House,Indonesian,expensive,Bay Ridge,11:30 - 21:30,4.8,TRUE
 Silver Bear Place,Sushi,medium,Carnegie Hill,15:00 - 23:30,3.4,FALSE
 Icy Wolf Cafe,Danish,expensive,Rockaway Beach,11:30 - 21:30,4.6,FALSE
 Happy Whale Trattoria,Irish,cheap,Bayside,08:00 - 18:00,1.9,FALSE
 Icy Whale Place,German,medium,Long Island City,00:00 - 23:59,2.5,FALSE
 Icy Hawk Bistro,Scottish,expensive,Sea Gate,11:30 - 21:30,2,FALSE
 Vintage Green Cantina,Peruvian,cheap,Forest Hills,11:30 - 21:30,1.5,FALSE
 Magic Orange Brasserie,Indonesian,expensive,Bushwick,08:00 - 18:00,3.3,FALSE
 Urban Blue Cafe,Scottish,expensive,East Village,11:30 - 21:30,4.2,FALSE
 Papa's Hawk Kitchen,Vietnamese,medium,Ditmas Park,15:00 - 23:30,3.2,FALSE
 Royal Orange Place,Australian,cheap,Astoria Heights,11:30 - 21:30,2.9,TRUE
 Mystic Red Garden,Polish,expensive,Bay Ridge,08:00 - 18:00,3.7,TRUE
 Mystic Black Cantina,Dutch,cheap,Far Rockaway,11:30 - 21:30,3.5,TRUE
 Mama's Blue Bar,German,cheap,Red Hook,11:30 - 21:30,4,FALSE
 Icy Tiger Pub,French,medium,Flatbush,08:00 - 18:00,2.5,TRUE
 Icy Dolphin Restaurant,Korean,expensive,Forest Hills,00:00 - 23:59,4.9,TRUE
 Classic Fox Eatery,Sushi,expensive,Lower East Side,15:00 - 23:30,3.2,FALSE
 Mama's Blue Grill,Peruvian,expensive,Park Slope,15:00 - 23:30,3.2,FALSE
 Happy Dolphin Bar,Dutch,cheap,Midwood,11:30 - 21:30,4.3,FALSE
 Icy Yellow Kitchen,Sushi,expensive,Rockaway Beach,15:00 - 23:30,1.5,TRUE
 Emerald Lion Eatery,Indonesian,cheap,Prospect Lefferts Gardens,11:30 - 21:30,2.9,TRUE
 Ruby Orange Cantina,Indian,medium,Canarsie,11:30 - 21:30,4.8,FALSE
 Icy Orange Garden,Canadian,expensive,Bushwick,15:00 - 23:30,1.7,FALSE
 Papa's Yellow Tavern,Sushi,expensive,Windsor Terrace,15:00 - 23:30,1.3,TRUE
 Cozy Orange Pizzeria,Mexican,medium,East Flatbush,08:00 - 18:00,4.9,TRUE
 Sunny Fox Eatery,Danish,medium,Financial District,00:00 - 23:59,2.5,TRUE
 Classic Red Eatery,Norwegian,cheap,Belle Harbor,15:00 - 23:30,3.1,TRUE
 Royal White Diner,Jamaican,expensive,Bay Ridge,15:00 - 23:30,1.2,FALSE
 Gourmet Red Pub,Israeli,expensive,Dyker Heights,15:00 - 23:30,4.7,TRUE
 Royal Lion Lounge,Korean,cheap,Ridgewood,15:00 - 23:30,2.3,TRUE
 Vintage White Restaurant,Danish,cheap,SoHo,00:00 - 23:59,3.6,FALSE
 Gourmet Black Cantina,Mexican,cheap,Carnegie Hill,15:00 - 23:30,4.9,TRUE
 Fiery Black Pub,Dutch,medium,Greenwich Village,00:00 - 23:59,4.4,TRUE
 Mama's Dolphin Brasserie,Korean BBQ,medium,Sunset Park,08:00 - 18:00,2.4,TRUE
 Sunny Hawk Tavern,Austrian,cheap,Williamsburg,08:00 - 18:00,2.1,TRUE
 Fiery Wolf Eatery,Indonesian,medium,Inwood,08:00 - 18:00,2.8,FALSE
 Royal Purple Pizzeria,Italian,cheap,Manhattan Beach,00:00 - 23:59,4.6,TRUE
 Mama's Purple House,Norwegian,cheap,Washington Heights,08:00 - 18:00,1.3,FALSE
 Cozy Purple Brasserie,Brazilian,expensive,Manhattan Beach,08:00 - 18:00,3.9,FALSE
 Chill Black Tavern,Norwegian,medium,Howard Beach,15:00 - 23:30,2.1,FALSE
 Chill Fox Kitchen,Portuguese,expensive,Dyker Heights,08:00 - 18:00,1.1,TRUE
 Ruby Fox Lounge,Sushi,expensive,Woodside,11:30 - 21:30,3,TRUE
 Royal Yellow Cantina,Swiss,expensive,Carnegie Hill,08:00 - 18:00,4.7,FALSE
 Sunny Hawk Bar,Swedish,cheap,Mill Basin,08:00 - 18:00,2.5,FALSE
 Magic Shark Eatery,Tibetan,expensive,Midwood,15:00 - 23:30,3.6,TRUE
 Emerald Orange Pub,American,cheap,Williamsburg,00:00 - 23:59,2.7,TRUE
 Cozy Bear Kitchen,Indian,cheap,Belle Harbor,15:00 - 23:30,2.9,TRUE
 Moonlight Eagle Pub,American,cheap,Jamaica,08:00 - 18:00,2,TRUE
 Sunny Whale Brasserie,Korean,expensive,Fort Greene,00:00 - 23:59,3.3,FALSE
 Mystic Bear Pizzeria,Sushi,cheap,Wingate,11:30 - 21:30,2.4,FALSE
 Rustic Green Brasserie,Jamaican,expensive,Greenwich Village,15:00 - 23:30,2.4,TRUE
 Icy Hawk Bar,Irish,expensive,Lower East Side,11:30 - 21:30,2.3,TRUE
 Mama's Tiger Garden,Israeli,medium,Midwood,08:00 - 18:00,2.6,TRUE
 Icy Dolphin Place,German,cheap,East Village,00:00 - 23:59,3.2,TRUE
 Icy Purple Garden,Tibetan,cheap,Carnegie Hill,08:00 - 18:00,1.7,FALSE
